method,photo_acc,photo_f1,art_painting_acc,art_painting_f1,cartoon_acc,cartoon_f1,mean_acc,mean_f1,worst_acc,worst_f1,src_domain_sep,sharpness,val_batch_loss,grad_norm
erm,97.30538922155688,96.78195844914444,90.73170731707317,90.73655037104955,94.45628997867804,94.8985493016095,94.16446217243605,94.1390193739345,90.73170731707317,90.73655037104955,87.70764119601328,0.28555846214294434,0.19198274612426758,5.767005443572998
dan_dg,25.748502994011975,5.850340136054422,21.951219512195124,5.142857142857142,17.270788912579956,4.207792207792208,21.656837139595684,5.066996495567924,17.270788912579956,4.207792207792208,48.50498338870432,0.03988683223724365,1.934421181678772,2.705827474594116
sam,98.50299401197606,98.18110206792261,91.21951219512195,90.97930154201305,95.73560767590618,96.0769180738285,95.15270462766807,95.07910722792138,91.21951219512195,90.97930154201305,87.37541528239203,0.1097148209810257,0.09259414672851562,2.136418104171753
