run,epoch,step,time_s,loss_cls,loss_dom,loss_gen,disc_acc,alpha,feat_norm,grad_norm,loss_total,val_photo_acc,val_photo_macro_f1,val_art_painting_acc,val_art_painting_macro_f1,val_cartoon_acc,val_cartoon_macro_f1,val_mean_acc,val_mean_macro_f1,val_worst_acc,val_worst_macro_f1
dann_l2norm,3,606,35.23885679244995,0.20981249105332805,0.7992406962531629,,0.3655115602777736,0.3930015316103945,82.39853432154891,10.276123812883208,1.0090531889754948,93.11377245508982,92.34373676049601,89.26829268292683,88.71048758703189,91.04477611940298,90.60573493900127,91.14228041913987,90.55331976217639,89.26829268292683,88.71048758703189
dann_l2norm,4,808,35.17310810089111,0.17264710806971784,0.7908277653231479,,0.3074463792698513,0.5239063041044933,204.01683739388343,10.184706967655975,0.9634748741541759,91.61676646706587,90.25624983750218,89.02439024390245,88.67379406946169,92.32409381663112,93.22658501937751,90.98841684253314,90.71887630878047,89.02439024390245,88.67379406946169
dann_l2norm,5,1010,35.23835825920105,0.14850169689697673,0.7681659389250349,,0.34808169294259333,0.6340265055694202,197.55415298915145,9.742292800752244,0.916667636668328,96.7065868263473,96.08820805842849,89.26829268292683,89.43122040059845,91.89765458422174,92.55392045320127,92.62417803116529,92.69111630407606,89.26829268292683,89.43122040059845
dann_l2norm,6,1212,35.32894992828369,0.12650840935852878,0.7353800936500625,,0.3945957212939416,0.7233237205165448,122.05351529263034,8.42087088067933,0.8618885033791608,95.20958083832335,94.39510218563485,91.46341463414635,91.05184358573025,89.33901918976545,89.92630792246501,92.00400488741172,91.79108456461005,89.33901918976545,89.92630792246501
dann_l2norm,7,1414,35.07979941368103,0.10147460780212941,0.7507338585829971,,0.3741749272783204,0.7936011676741118,138.24701717112325,8.74116201743041,0.8522084650426808,96.40718562874252,95.76491824348298,90.0,90.06448462193056,94.45628997867804,94.66568488343911,93.62115853580686,93.49836258295089,90.0,90.06448462193056
dann_l2norm,8,1616,35.209219217300415,0.0821777451807912,0.7790375204369573,,0.3362211329438309,0.8476168725750234,270.4590395936872,8.039880760825506,0.8612152650804803,96.40718562874252,96.36545497844594,91.21951219512195,91.52531794731169,92.11087420042644,93.1840502904833,93.2458573414303,93.69160773874698,91.21951219512195,91.52531794731169
dann_l2norm,9,1818,35.32540512084961,0.08337132241138191,0.7322352714467757,,0.36674918558928044,0.8883825806107851,215.80631973719832,8.29762456499704,0.8156065949709108,94.61077844311377,93.78019294337399,85.36585365853658,85.20000759562686,91.89765458422174,92.06313168485583,90.62476222862404,90.34777740795222,85.36585365853658,85.20000759562686
dann_l2norm,10,2020,35.34549403190613,0.0726758469069801,0.7298027020279724,,0.29094472782004,0.918726115533621,512.9148941795424,8.08747260228242,0.8024785495040441,94.311377245509,93.78615868339428,84.8780487804878,85.45317331595837,94.45628997867804,94.81207781554068,91.21523866822496,91.35046993829776,84.8780487804878,85.45317331595837
dann_l2norm,11,2222,35.381324768066406,0.06752417694803743,0.726012517024975,,0.35963284910315335,0.9410801642011888,343.1076227320303,8.029458359916612,0.7935366931528148,94.01197604790418,93.24576538862253,86.58536585365853,85.66309222007632,92.75053304904051,92.3378763086632,91.11595831686775,90.415577972454,86.58536585365853,85.66309222007632
dann_l2norm,12,2424,35.42148733139038,0.07111502494507192,0.724563214448419,,0.3250825172382416,0.9574234149243572,236.49971612609258,8.329960708570953,0.7956782375821972,96.7065868263473,96.03137513780995,90.0,89.75567521448599,94.45628997867804,94.56492827477156,93.72095893500845,93.45065954235582,90.0,89.75567521448599
dann_l2norm,13,2626,35.434427976608276,0.06268991205554234,0.7208539601599816,,0.3423061169647049,0.969305666956571,368.09616375913714,7.17261671134741,0.7835438700005559,95.20958083832335,94.46161779932201,88.04878048780488,87.64302741921635,94.88272921108742,95.41691080075677,92.71369684573854,92.50718533976504,88.04878048780488,87.64302741921635
dann_sgd,1,202,36.05409908294678,1.2697112015863457,0.4777114515257354,,0.8162128900242324,0.08254158791929188,30.701964331145334,11.12329379166707,1.7474226491286022,91.61676646706587,90.3902137968058,80.48780487804879,79.17488986805657,75.26652452025586,75.36239042364554,82.45703195512351,81.64249802950263,75.26652452025586,75.36239042364554
dann_sgd,2,404,34.947787284851074,0.5217671293285814,0.5280358621684631,,0.7439150354354689,0.24399999285688495,58.05580841668762,15.082492049377743,1.0498029934887838,93.41317365269461,92.45297348758835,83.41463414634146,83.20758312836163,84.00852878464818,84.60257961291353,86.94544552789473,86.7543787429545,83.41463414634146,83.20758312836163
dann_sgd,3,606,34.71646547317505,0.41684404137258485,1.0750118948445462,,0.3985148621815266,0.3930015316103945,90.82154166344368,24.735251658033615,1.4918559388358994,94.01197604790418,93.26939672789051,79.51219512195122,79.1486871886146,79.317697228145,81.28414140595359,84.28062279933347,84.56740844081956,79.317697228145,79.1486871886146
dann_sgd,4,808,35.05162763595581,0.40060603972708825,0.7890365401116928,,0.5491955629964866,0.5239063041044933,110.24334973627978,25.852044950617422,1.1896425789535636,94.311377245509,93.49678788816237,81.46341463414633,81.32516917873797,84.43496801705757,85.41137692152746,86.73658663223762,86.74444466280926,81.46341463414633,81.32516917873797
dann_sgd,5,1010,35.05012798309326,0.4197052805730612,1.2133913234908982,,0.40882839351007255,0.6340265055694202,182.5425578957737,42.38902376193811,1.6330966081949745,91.01796407185628,89.63942325912471,81.21951219512195,80.7632110008799,78.03837953091684,79.38739515006876,83.42528526596503,83.26334313669112,78.03837953091684,79.38739515006876
dann_sgd,6,1212,35.00765323638916,0.700544688666221,2.884031617405391,,0.30796205525351045,0.7233237205165448,483.9567145923577,125.02134865109284,3.5845762933834946,82.93413173652695,80.15506127962318,69.7560975609756,68.20926958725303,57.782515991471215,58.36215327405675,70.15758176299126,68.90882804697766,57.782515991471215,58.36215327405675
dann_sgd,7,1414,34.956658124923706,1.3145668435804914,3.1262744641540072,,0.45658004711760153,0.7936011676741118,1249.934971271175,300.1229872750764,4.440841308914789,80.53892215568862,76.92871077191013,62.68292682926829,60.96047923697371,56.50319829424307,56.66468258074392,66.57501575973333,64.85129086320926,56.50319829424307,56.66468258074392
